Id;Produto;DescProduto;Cor;DescCor;Tamanhho;DescTamanho
105712.5449.9;105712;VESTIDO;5449;LILAC 15-3507;9;6
105712.5449.10;105712;VESTIDO;5449;LILAC 15-3507;10;8
702780.6101.1;702780;TIARA;6101;MARINHO 19-4025;1;U
105867.0001.1;105867;CONJUNTO PIJAMA MASC.;1;BRANCO;1;4
105867.0001.2;105867;CONJUNTO PIJAMA MASC.;1;BRANCO;2;6
105867.0001.3;105867;CONJUNTO PIJAMA MASC.;1;BRANCO;3;8
105867.0001.4;105867;CONJUNTO PIJAMA MASC.;1;BRANCO;4;10
105867.0001.5;105867;CONJUNTO PIJAMA MASC.;1;BRANCO;5;12
105867.0001.6;105867;CONJUNTO PIJAMA MASC.;1;BRANCO;6;14
105867.0001.7;105867;CONJUNTO PIJAMA MASC.;1;BRANCO;7;16
105867.6058.1;105867;CONJUNTO PIJAMA MASC.;6058;AZUL CLARO;1;4
105867.6058.2;105867;CONJUNTO PIJAMA MASC.;6058;AZUL CLARO;2;6
105867.6058.3;105867;CONJUNTO PIJAMA MASC.;6058;AZUL CLARO;3;8
105867.6058.4;105867;CONJUNTO PIJAMA MASC.;6058;AZUL CLARO;4;10
105867.6058.5;105867;CONJUNTO PIJAMA MASC.;6058;AZUL CLARO;5;12
105867.6058.6;105867;CONJUNTO PIJAMA MASC.;6058;AZUL CLARO;6;14
105867.6058.7;105867;CONJUNTO PIJAMA MASC.;6058;AZUL CLARO;7;16
105740.0001.1;105740;BLUSA FEM.;1;BRANCO;1;1
105740.0001.2;105740;BLUSA FEM.;1;BRANCO;2;2
105740.0001.3;105740;BLUSA FEM.;1;BRANCO;3;3
105740.0001.4;105740;BLUSA FEM.;1;BRANCO;4;4
105740.0001.5;105740;BLUSA FEM.;1;BRANCO;5;6
105740.0001.6;105740;BLUSA FEM.;1;BRANCO;6;8
105740.4361.1;105740;BLUSA FEM.;4361;ROSA CLARO;1;1
105740.4361.2;105740;BLUSA FEM.;4361;ROSA CLARO;2;2
105740.4361.3;105740;BLUSA FEM.;4361;ROSA CLARO;3;3
105740.4361.4;105740;BLUSA FEM.;4361;ROSA CLARO;4;4
105740.4361.5;105740;BLUSA FEM.;4361;ROSA CLARO;5;6
105740.4361.6;105740;BLUSA FEM.;4361;ROSA CLARO;6;8
105740.5343.1;105740;BLUSA FEM.;5343;LILAS 15-3214 KYLY;1;1
105740.5343.2;105740;BLUSA FEM.;5343;LILAS 15-3214 KYLY;2;2
105740.5343.3;105740;BLUSA FEM.;5343;LILAS 15-3214 KYLY;3;3
105740.5343.4;105740;BLUSA FEM.;5343;LILAS 15-3214 KYLY;4;4
105740.5343.5;105740;BLUSA FEM.;5343;LILAS 15-3214 KYLY;5;6
105740.5343.6;105740;BLUSA FEM.;5343;LILAS 15-3214 KYLY;6;8
105701.4693.1;105701;BLUSA FEM.;4693;PINK 17-2031 KYLY;1;P
105701.4693.2;105701;BLUSA FEM.;4693;PINK 17-2031 KYLY;2;M
105701.4693.3;105701;BLUSA FEM.;4693;PINK 17-2031 KYLY;3;G
105701.4693.4;105701;BLUSA FEM.;4693;PINK 17-2031 KYLY;4;GG
105701.4693.5;105701;BLUSA FEM.;4693;PINK 17-2031 KYLY;5;1
105701.4693.6;105701;BLUSA FEM.;4693;PINK 17-2031 KYLY;6;2
105701.4693.7;105701;BLUSA FEM.;4693;PINK 17-2031 KYLY;7;3
105701.4693.8;105701;BLUSA FEM.;4693;PINK 17-2031 KYLY;8;4
105701.4693.9;105701;BLUSA FEM.;4693;PINK 17-2031 KYLY;9;6
105701.4693.10;105701;BLUSA FEM.;4693;PINK 17-2031 KYLY;10;8
105701.5447.1;105701;BLUSA FEM.;5447;AMETISTA 19-3424;1;P
105701.5447.2;105701;BLUSA FEM.;5447;AMETISTA 19-3424;2;M
105701.5447.3;105701;BLUSA FEM.;5447;AMETISTA 19-3424;3;G
105701.5447.4;105701;BLUSA FEM.;5447;AMETISTA 19-3424;4;GG
105701.5447.5;105701;BLUSA FEM.;5447;AMETISTA 19-3424;5;1
105701.5447.6;105701;BLUSA FEM.;5447;AMETISTA 19-3424;6;2
105701.5447.7;105701;BLUSA FEM.;5447;AMETISTA 19-3424;7;3
105701.5447.8;105701;BLUSA FEM.;5447;AMETISTA 19-3424;8;4
105701.5447.9;105701;BLUSA FEM.;5447;AMETISTA 19-3424;9;6
105701.5447.10;105701;BLUSA FEM.;5447;AMETISTA 19-3424;10;8
105701.6101.1;105701;BLUSA FEM.;6101;MARINHO 19-4025;1;P
105701.6101.2;105701;BLUSA FEM.;6101;MARINHO 19-4025;2;M
105701.6101.3;105701;BLUSA FEM.;6101;MARINHO 19-4025;3;G
105701.6101.4;105701;BLUSA FEM.;6101;MARINHO 19-4025;4;GG
105701.6101.5;105701;BLUSA FEM.;6101;MARINHO 19-4025;5;1
105701.6101.6;105701;BLUSA FEM.;6101;MARINHO 19-4025;6;2
105701.6101.7;105701;BLUSA FEM.;6101;MARINHO 19-4025;7;3
105701.6101.8;105701;BLUSA FEM.;6101;MARINHO 19-4025;8;4
105701.6101.9;105701;BLUSA FEM.;6101;MARINHO 19-4025;9;6
105701.6101.10;105701;BLUSA FEM.;6101;MARINHO 19-4025;10;8
105765.0106.1;105765;CAMISETA MASC.;106;CINZA 18-5203;1;1
105765.0106.2;105765;CAMISETA MASC.;106;CINZA 18-5203;2;2
105765.0106.3;105765;CAMISETA MASC.;106;CINZA 18-5203;3;3
105765.0106.4;105765;CAMISETA MASC.;106;CINZA 18-5203;4;4
105765.0106.5;105765;CAMISETA MASC.;106;CINZA 18-5203;5;6
105765.0106.6;105765;CAMISETA MASC.;106;CINZA 18-5203;6;8
105765.6101.1;105765;CAMISETA MASC.;6101;MARINHO 19-4025;1;1
105765.6101.2;105765;CAMISETA MASC.;6101;MARINHO 19-4025;2;2
105765.6101.3;105765;CAMISETA MASC.;6101;MARINHO 19-4025;3;3
105765.6101.4;105765;CAMISETA MASC.;6101;MARINHO 19-4025;4;4
105765.6101.5;105765;CAMISETA MASC.;6101;MARINHO 19-4025;5;6
105765.6101.6;105765;CAMISETA MASC.;6101;MARINHO 19-4025;6;8
105765.7880.1;105765;CAMISETA MASC.;7880;VERDE 18-5424 KYLY;1;1
105765.7880.2;105765;CAMISETA MASC.;7880;VERDE 18-5424 KYLY;2;2
105765.7880.3;105765;CAMISETA MASC.;7880;VERDE 18-5424 KYLY;3;3
105765.7880.4;105765;CAMISETA MASC.;7880;VERDE 18-5424 KYLY;4;4
105765.7880.5;105765;CAMISETA MASC.;7880;VERDE 18-5424 KYLY;5;6
105765.7880.6;105765;CAMISETA MASC.;7880;VERDE 18-5424 KYLY;6;8
105797.4591.1;105797;VESTIDO;4591;ROSA 14-2304 KYLY;1;4
105797.4591.2;105797;VESTIDO;4591;ROSA 14-2304 KYLY;2;6
105797.4591.3;105797;VESTIDO;4591;ROSA 14-2304 KYLY;3;8
105797.4591.4;105797;VESTIDO;4591;ROSA 14-2304 KYLY;4;10
105797.4591.5;105797;VESTIDO;4591;ROSA 14-2304 KYLY;5;12
105797.4591.6;105797;VESTIDO;4591;ROSA 14-2304 KYLY;6;14
105797.4591.7;105797;VESTIDO;4591;ROSA 14-2304 KYLY;7;16
105797.4842.1;105797;VESTIDO;4842;MELANCIA 17-1929;1;4
105797.4842.2;105797;VESTIDO;4842;MELANCIA 17-1929;2;6
105797.4842.3;105797;VESTIDO;4842;MELANCIA 17-1929;3;8
105797.4842.4;105797;VESTIDO;4842;MELANCIA 17-1929;4;10
105797.4842.5;105797;VESTIDO;4842;MELANCIA 17-1929;5;12
105797.4842.6;105797;VESTIDO;4842;MELANCIA 17-1929;6;14
105797.4842.7;105797;VESTIDO;4842;MELANCIA 17-1929;7;16
105797.9010.1;105797;VESTIDO;9010;PRETO;1;4
105797.9010.2;105797;VESTIDO;9010;PRETO;2;6
105797.9010.3;105797;VESTIDO;9010;PRETO;3;8
105797.9010.4;105797;VESTIDO;9010;PRETO;4;10
105797.9010.5;105797;VESTIDO;9010;PRETO;5;12
105797.9010.6;105797;VESTIDO;9010;PRETO;6;14
105797.9010.7;105797;VESTIDO;9010;PRETO;7;16
105773.0071.1;105773;CONJUNTO MASC.;71;CINZA;1;1
105773.0071.2;105773;CONJUNTO MASC.;71;CINZA;2;2
105773.0071.3;105773;CONJUNTO MASC.;71;CINZA;3;3
105773.0071.4;105773;CONJUNTO MASC.;71;CINZA;4;4
105773.0071.5;105773;CONJUNTO MASC.;71;CINZA;5;6
105773.0071.6;105773;CONJUNTO MASC.;71;CINZA;6;8
105773.6532.1;105773;CONJUNTO MASC.;6532;AZUL 19-4049 KYLY;1;1
105773.6532.2;105773;CONJUNTO MASC.;6532;AZUL 19-4049 KYLY;2;2
105773.6532.3;105773;CONJUNTO MASC.;6532;AZUL 19-4049 KYLY;3;3
105773.6532.4;105773;CONJUNTO MASC.;6532;AZUL 19-4049 KYLY;4;4
105773.6532.5;105773;CONJUNTO MASC.;6532;AZUL 19-4049 KYLY;5;6
105773.6532.6;105773;CONJUNTO MASC.;6532;AZUL 19-4049 KYLY;6;8
105773.7880.1;105773;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;1;1
105773.7880.2;105773;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;2;2
105773.7880.3;105773;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;3;3
105773.7880.4;105773;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;4;4
105773.7880.5;105773;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;5;6
105773.7880.6;105773;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;6;8
105763.0001.1;105763;CAMISETA MASC.;1;BRANCO;1;1
105763.0001.2;105763;CAMISETA MASC.;1;BRANCO;2;2
105763.0001.3;105763;CAMISETA MASC.;1;BRANCO;3;3
105763.0001.4;105763;CAMISETA MASC.;1;BRANCO;4;4
105763.0001.5;105763;CAMISETA MASC.;1;BRANCO;5;6
105763.0001.6;105763;CAMISETA MASC.;1;BRANCO;6;8
105763.4372.1;105763;CAMISETA MASC.;4372;VERMELHO;1;1
105763.4372.2;105763;CAMISETA MASC.;4372;VERMELHO;2;2
105763.4372.3;105763;CAMISETA MASC.;4372;VERMELHO;3;3
105763.4372.4;105763;CAMISETA MASC.;4372;VERMELHO;4;4
105763.4372.5;105763;CAMISETA MASC.;4372;VERMELHO;5;6
105763.4372.6;105763;CAMISETA MASC.;4372;VERMELHO;6;8
105763.7125.1;105763;CAMISETA MASC.;7125;VERDE JADE (17-5126);1;1
105763.7125.2;105763;CAMISETA MASC.;7125;VERDE JADE (17-5126);2;2
105763.7125.3;105763;CAMISETA MASC.;7125;VERDE JADE (17-5126);3;3
105763.7125.4;105763;CAMISETA MASC.;7125;VERDE JADE (17-5126);4;4
105763.7125.5;105763;CAMISETA MASC.;7125;VERDE JADE (17-5126);5;6
105763.7125.6;105763;CAMISETA MASC.;7125;VERDE JADE (17-5126);6;8
105737.6042.1;105737;CONJUNTO MASC.;6042;TING.7840 VERDE;1;P
105737.6042.2;105737;CONJUNTO MASC.;6042;TING.7840 VERDE;2;M
105737.6042.3;105737;CONJUNTO MASC.;6042;TING.7840 VERDE;3;G
105737.6042.4;105737;CONJUNTO MASC.;6042;TING.7840 VERDE;4;GG
105737.6042.5;105737;CONJUNTO MASC.;6042;TING.7840 VERDE;5;1
105737.6042.6;105737;CONJUNTO MASC.;6042;TING.7840 VERDE;6;2
105737.6042.7;105737;CONJUNTO MASC.;6042;TING.7840 VERDE;7;3
105737.6042.8;105737;CONJUNTO MASC.;6042;TING.7840 VERDE;8;4
105737.6042.9;105737;CONJUNTO MASC.;6042;TING.7840 VERDE;9;6
105737.6042.10;105737;CONJUNTO MASC.;6042;TING.7840 VERDE;10;8
105737.6101.1;105737;CONJUNTO MASC.;6101;TING.6101 MARINHO;1;P
105737.6101.2;105737;CONJUNTO MASC.;6101;TING.6101 MARINHO;2;M
105737.6101.3;105737;CONJUNTO MASC.;6101;TING.6101 MARINHO;3;G
105737.6101.4;105737;CONJUNTO MASC.;6101;TING.6101 MARINHO;4;GG
105737.6101.5;105737;CONJUNTO MASC.;6101;TING.6101 MARINHO;5;1
105737.6101.6;105737;CONJUNTO MASC.;6101;TING.6101 MARINHO;6;2
105737.6101.7;105737;CONJUNTO MASC.;6101;TING.6101 MARINHO;7;3
105737.6101.8;105737;CONJUNTO MASC.;6101;TING.6101 MARINHO;8;4
105737.6101.9;105737;CONJUNTO MASC.;6101;TING.6101 MARINHO;9;6
105737.6101.10;105737;CONJUNTO MASC.;6101;TING.6101 MARINHO;10;8
105737.6651.1;105737;CONJUNTO MASC.;6651;TING.0071 CINZA;1;P
105737.6651.2;105737;CONJUNTO MASC.;6651;TING.0071 CINZA;2;M
105737.6651.3;105737;CONJUNTO MASC.;6651;TING.0071 CINZA;3;G
105737.6651.4;105737;CONJUNTO MASC.;6651;TING.0071 CINZA;4;GG
105737.6651.5;105737;CONJUNTO MASC.;6651;TING.0071 CINZA;5;1
105737.6651.6;105737;CONJUNTO MASC.;6651;TING.0071 CINZA;6;2
105737.6651.7;105737;CONJUNTO MASC.;6651;TING.0071 CINZA;7;3
105737.6651.8;105737;CONJUNTO MASC.;6651;TING.0071 CINZA;8;4
105737.6651.9;105737;CONJUNTO MASC.;6651;TING.0071 CINZA;9;6
105737.6651.10;105737;CONJUNTO MASC.;6651;TING.0071 CINZA;10;8
105815.0001.1;105815;REGATA MASC.;1;BRANCO;1;4
105815.0001.2;105815;REGATA MASC.;1;BRANCO;2;6
105815.0001.3;105815;REGATA MASC.;1;BRANCO;3;8
105815.0001.4;105815;REGATA MASC.;1;BRANCO;4;10
105815.0001.5;105815;REGATA MASC.;1;BRANCO;5;12
105815.0001.6;105815;REGATA MASC.;1;BRANCO;6;14
105815.0001.7;105815;REGATA MASC.;1;BRANCO;7;16
105815.6101.1;105815;REGATA MASC.;6101;MARINHO 19-4025;1;4
105815.6101.2;105815;REGATA MASC.;6101;MARINHO 19-4025;2;6
105815.6101.3;105815;REGATA MASC.;6101;MARINHO 19-4025;3;8
105815.6101.4;105815;REGATA MASC.;6101;MARINHO 19-4025;4;10
105815.6101.5;105815;REGATA MASC.;6101;MARINHO 19-4025;5;12
105815.6101.6;105815;REGATA MASC.;6101;MARINHO 19-4025;6;14
105815.6101.7;105815;REGATA MASC.;6101;MARINHO 19-4025;7;16
105815.7125.1;105815;REGATA MASC.;7125;VERDE JADE (17-5126);1;4
105815.7125.2;105815;REGATA MASC.;7125;VERDE JADE (17-5126);2;6
105815.7125.3;105815;REGATA MASC.;7125;VERDE JADE (17-5126);3;8
105815.7125.4;105815;REGATA MASC.;7125;VERDE JADE (17-5126);4;10
105815.7125.5;105815;REGATA MASC.;7125;VERDE JADE (17-5126);5;12
105815.7125.6;105815;REGATA MASC.;7125;VERDE JADE (17-5126);6;14
105815.7125.7;105815;REGATA MASC.;7125;VERDE JADE (17-5126);7;16
702783.SORTIDO.1;702783;KIT 2 CALCINHAS;SORTIDO;SORTIDO;1;12A24 M
702783.SORTIDO.2;702783;KIT 2 CALCINHAS;SORTIDO;SORTIDO;2;3A4 A
702783.SORTIDO.3;702783;KIT 2 CALCINHAS;SORTIDO;SORTIDO;3;6A8 A
702783.SORTIDO.4;702783;KIT 2 CALCINHAS;SORTIDO;SORTIDO;4;10A12 A
702783.SORTIDO.5;702783;KIT 2 CALCINHAS;SORTIDO;SORTIDO;5;14A16 A
105729.0001.1;105729;CONJUNTO MASC.;1;BRANCO;1;P
105729.0001.2;105729;CONJUNTO MASC.;1;BRANCO;2;M
105729.0001.3;105729;CONJUNTO MASC.;1;BRANCO;3;G
105729.0001.4;105729;CONJUNTO MASC.;1;BRANCO;4;GG
105729.0001.5;105729;CONJUNTO MASC.;1;BRANCO;5;1
105729.0001.6;105729;CONJUNTO MASC.;1;BRANCO;6;2
105729.0001.7;105729;CONJUNTO MASC.;1;BRANCO;7;3
105729.4372.1;105729;CONJUNTO MASC.;4372;VERMELHO;1;P
105729.4372.2;105729;CONJUNTO MASC.;4372;VERMELHO;2;M
105729.4372.3;105729;CONJUNTO MASC.;4372;VERMELHO;3;G
105729.4372.4;105729;CONJUNTO MASC.;4372;VERMELHO;4;GG
105729.4372.5;105729;CONJUNTO MASC.;4372;VERMELHO;5;1
105729.4372.6;105729;CONJUNTO MASC.;4372;VERMELHO;6;2
105729.4372.7;105729;CONJUNTO MASC.;4372;VERMELHO;7;3
105729.6058.1;105729;CONJUNTO MASC.;6058;AZUL CLARO;1;P
105729.6058.2;105729;CONJUNTO MASC.;6058;AZUL CLARO;2;M
105729.6058.3;105729;CONJUNTO MASC.;6058;AZUL CLARO;3;G
105729.6058.4;105729;CONJUNTO MASC.;6058;AZUL CLARO;4;GG
105729.6058.5;105729;CONJUNTO MASC.;6058;AZUL CLARO;5;1
105729.6058.6;105729;CONJUNTO MASC.;6058;AZUL CLARO;6;2
105729.6058.7;105729;CONJUNTO MASC.;6058;AZUL CLARO;7;3
105731.0001.1;105731;CONJUNTO MASC.;1;BRANCO;1;P
105731.0001.2;105731;CONJUNTO MASC.;1;BRANCO;2;M
105731.0001.3;105731;CONJUNTO MASC.;1;BRANCO;3;G
105731.0001.4;105731;CONJUNTO MASC.;1;BRANCO;4;GG
105731.0001.5;105731;CONJUNTO MASC.;1;BRANCO;5;1
105731.0001.6;105731;CONJUNTO MASC.;1;BRANCO;6;2
105731.0001.7;105731;CONJUNTO MASC.;1;BRANCO;7;3
105731.0020.1;105731;CONJUNTO MASC.;20;MESCLA;1;P
105731.0020.2;105731;CONJUNTO MASC.;20;MESCLA;2;M
105731.0020.3;105731;CONJUNTO MASC.;20;MESCLA;3;G
105731.0020.4;105731;CONJUNTO MASC.;20;MESCLA;4;GG
105731.0020.5;105731;CONJUNTO MASC.;20;MESCLA;5;1
105731.0020.6;105731;CONJUNTO MASC.;20;MESCLA;6;2
105731.0020.7;105731;CONJUNTO MASC.;20;MESCLA;7;3
105731.7930.1;105731;CONJUNTO MASC.;7930;VERDE MAÇA 14-0425 KYLY;1;P
105731.7930.2;105731;CONJUNTO MASC.;7930;VERDE MAÇA 14-0425 KYLY;2;M
105731.7930.3;105731;CONJUNTO MASC.;7930;VERDE MAÇA 14-0425 KYLY;3;G
105731.7930.4;105731;CONJUNTO MASC.;7930;VERDE MAÇA 14-0425 KYLY;4;GG
105731.7930.5;105731;CONJUNTO MASC.;7930;VERDE MAÇA 14-0425 KYLY;5;1
105731.7930.6;105731;CONJUNTO MASC.;7930;VERDE MAÇA 14-0425 KYLY;6;2
105731.7930.7;105731;CONJUNTO MASC.;7930;VERDE MAÇA 14-0425 KYLY;7;3
105771.1197.1;105771;CONJUNTO MASC.;1197;TURQUESA KYLY;1;1
105771.1197.2;105771;CONJUNTO MASC.;1197;TURQUESA KYLY;2;2
105771.1197.3;105771;CONJUNTO MASC.;1197;TURQUESA KYLY;3;3
105771.1197.4;105771;CONJUNTO MASC.;1197;TURQUESA KYLY;4;4
105771.1197.5;105771;CONJUNTO MASC.;1197;TURQUESA KYLY;5;6
105771.1197.6;105771;CONJUNTO MASC.;1197;TURQUESA KYLY;6;8
105771.4372.1;105771;CONJUNTO MASC.;4372;VERMELHO;1;1
105771.4372.2;105771;CONJUNTO MASC.;4372;VERMELHO;2;2
105771.4372.3;105771;CONJUNTO MASC.;4372;VERMELHO;3;3
105771.4372.4;105771;CONJUNTO MASC.;4372;VERMELHO;4;4
105771.4372.5;105771;CONJUNTO MASC.;4372;VERMELHO;5;6
105771.4372.6;105771;CONJUNTO MASC.;4372;VERMELHO;6;8
105771.6101.1;105771;CONJUNTO MASC.;6101;MARINHO 19-4025;1;1
105771.6101.2;105771;CONJUNTO MASC.;6101;MARINHO 19-4025;2;2
105771.6101.3;105771;CONJUNTO MASC.;6101;MARINHO 19-4025;3;3
105771.6101.4;105771;CONJUNTO MASC.;6101;MARINHO 19-4025;4;4
105771.6101.5;105771;CONJUNTO MASC.;6101;MARINHO 19-4025;5;6
105771.6101.6;105771;CONJUNTO MASC.;6101;MARINHO 19-4025;6;8
105825.0001.1;105825;CONJUNTO MASC.;1;BRANCO;1;4
105825.0001.2;105825;CONJUNTO MASC.;1;BRANCO;2;6
105825.0001.3;105825;CONJUNTO MASC.;1;BRANCO;3;8
105825.0001.4;105825;CONJUNTO MASC.;1;BRANCO;4;10
105825.0001.5;105825;CONJUNTO MASC.;1;BRANCO;5;12
105825.0001.6;105825;CONJUNTO MASC.;1;BRANCO;6;14
105825.0001.7;105825;CONJUNTO MASC.;1;BRANCO;7;16
105825.0020.1;105825;CONJUNTO MASC.;20;MESCLA;1;4
105825.0020.2;105825;CONJUNTO MASC.;20;MESCLA;2;6
105825.0020.3;105825;CONJUNTO MASC.;20;MESCLA;3;8
105825.0020.4;105825;CONJUNTO MASC.;20;MESCLA;4;10
105825.0020.5;105825;CONJUNTO MASC.;20;MESCLA;5;12
105825.0020.6;105825;CONJUNTO MASC.;20;MESCLA;6;14
105825.0020.7;105825;CONJUNTO MASC.;20;MESCLA;7;16
105825.7125.1;105825;CONJUNTO MASC.;7125;VERDE JADE (17-5126);1;4
105825.7125.2;105825;CONJUNTO MASC.;7125;VERDE JADE (17-5126);2;6
105825.7125.3;105825;CONJUNTO MASC.;7125;VERDE JADE (17-5126);3;8
105825.7125.4;105825;CONJUNTO MASC.;7125;VERDE JADE (17-5126);4;10
105825.7125.5;105825;CONJUNTO MASC.;7125;VERDE JADE (17-5126);5;12
105825.7125.6;105825;CONJUNTO MASC.;7125;VERDE JADE (17-5126);6;14
105825.7125.7;105825;CONJUNTO MASC.;7125;VERDE JADE (17-5126);7;16
105824.0001.1;105824;CONJUNTO MASC.;1;BRANCO;1;4
105824.0001.2;105824;CONJUNTO MASC.;1;BRANCO;2;6
105824.0001.3;105824;CONJUNTO MASC.;1;BRANCO;3;8
105824.0001.4;105824;CONJUNTO MASC.;1;BRANCO;4;10
105824.0001.5;105824;CONJUNTO MASC.;1;BRANCO;5;12
105824.0001.6;105824;CONJUNTO MASC.;1;BRANCO;6;14
105824.0001.7;105824;CONJUNTO MASC.;1;BRANCO;7;16
105824.0020.1;105824;CONJUNTO MASC.;20;MESCLA;1;4
105824.0020.2;105824;CONJUNTO MASC.;20;MESCLA;2;6
105824.0020.3;105824;CONJUNTO MASC.;20;MESCLA;3;8
105824.0020.4;105824;CONJUNTO MASC.;20;MESCLA;4;10
105824.0020.5;105824;CONJUNTO MASC.;20;MESCLA;5;12
105824.0020.6;105824;CONJUNTO MASC.;20;MESCLA;6;14
105824.0020.7;105824;CONJUNTO MASC.;20;MESCLA;7;16
105824.7125.1;105824;CONJUNTO MASC.;7125;VERDE JADE (17-5126);1;4
105824.7125.2;105824;CONJUNTO MASC.;7125;VERDE JADE (17-5126);2;6
105824.7125.3;105824;CONJUNTO MASC.;7125;VERDE JADE (17-5126);3;8
105824.7125.4;105824;CONJUNTO MASC.;7125;VERDE JADE (17-5126);4;10
105824.7125.5;105824;CONJUNTO MASC.;7125;VERDE JADE (17-5126);5;12
105824.7125.6;105824;CONJUNTO MASC.;7125;VERDE JADE (17-5126);6;14
105824.7125.7;105824;CONJUNTO MASC.;7125;VERDE JADE (17-5126);7;16
105857.4372.1;105857;CONJUNTO PIJAMA FEM.;4372;VERMELHO;1;1
105857.4372.2;105857;CONJUNTO PIJAMA FEM.;4372;VERMELHO;2;2
105857.4372.3;105857;CONJUNTO PIJAMA FEM.;4372;VERMELHO;3;3
105857.4372.4;105857;CONJUNTO PIJAMA FEM.;4372;VERMELHO;4;4
105857.4372.5;105857;CONJUNTO PIJAMA FEM.;4372;VERMELHO;5;6
105857.4372.6;105857;CONJUNTO PIJAMA FEM.;4372;VERMELHO;6;8
105857.5343.1;105857;CONJUNTO PIJAMA FEM.;5343;LILAS 15-3214 KYLY;1;1
105857.5343.2;105857;CONJUNTO PIJAMA FEM.;5343;LILAS 15-3214 KYLY;2;2
105857.5343.3;105857;CONJUNTO PIJAMA FEM.;5343;LILAS 15-3214 KYLY;3;3
105857.5343.4;105857;CONJUNTO PIJAMA FEM.;5343;LILAS 15-3214 KYLY;4;4
105857.5343.5;105857;CONJUNTO PIJAMA FEM.;5343;LILAS 15-3214 KYLY;5;6
105857.5343.6;105857;CONJUNTO PIJAMA FEM.;5343;LILAS 15-3214 KYLY;6;8
105748.4372.1;105748;VESTIDO;4372;VERMELHO;1;1
105748.4372.2;105748;VESTIDO;4372;VERMELHO;2;2
105748.4372.3;105748;VESTIDO;4372;VERMELHO;3;3
105748.4372.4;105748;VESTIDO;4372;VERMELHO;4;4
105748.4372.5;105748;VESTIDO;4372;VERMELHO;5;6
105748.4372.6;105748;VESTIDO;4372;VERMELHO;6;8
105748.5447.1;105748;VESTIDO;5447;AMETISTA 19-3424;1;1
105748.5447.2;105748;VESTIDO;5447;AMETISTA 19-3424;2;2
105748.5447.3;105748;VESTIDO;5447;AMETISTA 19-3424;3;3
105748.5447.4;105748;VESTIDO;5447;AMETISTA 19-3424;4;4
105748.5447.5;105748;VESTIDO;5447;AMETISTA 19-3424;5;6
105748.5447.6;105748;VESTIDO;5447;AMETISTA 19-3424;6;8
105748.6101.1;105748;VESTIDO;6101;MARINHO 19-4025;1;1
105748.6101.2;105748;VESTIDO;6101;MARINHO 19-4025;2;2
105748.6101.3;105748;VESTIDO;6101;MARINHO 19-4025;3;3
105748.6101.4;105748;VESTIDO;6101;MARINHO 19-4025;4;4
105748.6101.5;105748;VESTIDO;6101;MARINHO 19-4025;5;6
105748.6101.6;105748;VESTIDO;6101;MARINHO 19-4025;6;8
702775.4361.1;702775;FAIXA P/ CABEÇA;4361;ROSA CLARO;1;3A12M
702775.4361.2;702775;FAIXA P/ CABEÇA;4361;ROSA CLARO;2;12A24M
702775.4361.3;702775;FAIXA P/ CABEÇA;4361;ROSA CLARO;3;3A8ANOS
702775.6101.1;702775;FAIXA P/ CABEÇA;6101;MARINHO 19-4025;1;3A12M
702775.6101.2;702775;FAIXA P/ CABEÇA;6101;MARINHO 19-4025;2;12A24M
702775.6101.3;702775;FAIXA P/ CABEÇA;6101;MARINHO 19-4025;3;3A8ANOS
105766.0001.1;105766;POLO MASC.;1;BRANCO;1;1
105766.0001.2;105766;POLO MASC.;1;BRANCO;2;2
105766.0001.3;105766;POLO MASC.;1;BRANCO;3;3
105766.0001.4;105766;POLO MASC.;1;BRANCO;4;4
105766.0001.5;105766;POLO MASC.;1;BRANCO;5;6
105766.0001.6;105766;POLO MASC.;1;BRANCO;6;8
105766.4372.1;105766;POLO MASC.;4372;VERMELHO;1;1
105766.4372.2;105766;POLO MASC.;4372;VERMELHO;2;2
105766.4372.3;105766;POLO MASC.;4372;VERMELHO;3;3
105766.4372.4;105766;POLO MASC.;4372;VERMELHO;4;4
105766.4372.5;105766;POLO MASC.;4372;VERMELHO;5;6
105766.4372.6;105766;POLO MASC.;4372;VERMELHO;6;8
105766.7880.1;105766;POLO MASC.;7880;VERDE 18-5424 KYLY;1;1
105766.7880.2;105766;POLO MASC.;7880;VERDE 18-5424 KYLY;2;2
105766.7880.3;105766;POLO MASC.;7880;VERDE 18-5424 KYLY;3;3
105766.7880.4;105766;POLO MASC.;7880;VERDE 18-5424 KYLY;4;4
105766.7880.5;105766;POLO MASC.;7880;VERDE 18-5424 KYLY;5;6
105766.7880.6;105766;POLO MASC.;7880;VERDE 18-5424 KYLY;6;8
702776.4842.1;702776;FAIXA P/ CABEÇA;4842;MELANCIA 17-1929;1;3A12M
702776.4842.2;702776;FAIXA P/ CABEÇA;4842;MELANCIA 17-1929;2;12A24M
702776.4842.3;702776;FAIXA P/ CABEÇA;4842;MELANCIA 17-1929;3;3A8ANOS
